first_name,last_name,email,date_of_birth,ID,above_18
Michael,Chang,Michael_Chang@watkins.com,19900209,Chang_e27c8,True
Lauren,Romero,Lauren_Romero@davis.com,20020425,Romero_e5750,True
Matthew,Murphy,Matthew_Murphy@graham.com,19600216,Murphy_5dc4e,True
Caleb,Zuniga,Caleb_Zuniga@stone.net,19681028,Zuniga_a2d94,True
Cheyenne,Moreno,Cheyenne_Moreno@hampton.com,19600912,Moreno_8048c,True
Courtney,Lopez,Courtney_Lopez@sanders.com,19710810,Lopez_93fe3,True
Kenneth,Williamson,Kenneth_Williamson@perez.com,19541003,Williamson_b834c,True
Amanda,Brown,Amanda_Brown@williams.com,19541218,Brown_cde99,True
Riley,Gomez,Riley_Gomez@hoffman.com,19810211,Gomez_010a6,True
Shelby,Price,Shelby_Price@fuller.net,19860807,Price_e8f96,True
Scott,Harris,Scott_Harris@mullins.com,19901214,Harris_fc222,True
Bonnie,Franklin,Bonnie_Franklin@gillespie.com,19880714,Franklin_f8d94,True
Ashley,Morris,Ashley_Morris@marshall.net,20021001,Morris_73a97,True
Daniel,Armstrong,Daniel_Armstrong@brown.com,19820714,Armstrong_f79a4,True
Michael,Powell,Michael_Powell@mccall.com,19941127,Powell_4f74d,True
Alexander,Lowe,Alexander_Lowe@morris.com,19610508,Lowe_73be1,True
